SoCCCD,HoTen,GioiTinh,NgaySinh,NgayVaoDang,DienDangVien,NgayChinhThuc,TrangThaiSinhHoat,DiaChi,QueQuan,NoiThuongTru,DanToc,NgheNghiep,GDPT,LyLuanChinhTri,SoDienThoai,TenChiBo
024054872956,Trần Kim Châu,Nữ,1949-09-25,1968-08-19,Chính thức,1969-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0090211323,Chi bộ khu dân cư 17
025358161822,Phạm Công An,Nam,1953-10-20,1972-08-19,Chính thức,1973-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0253833118,Chi bộ Công an phường
064274975803,Dương Mai My,Nữ,1965-12-21,1984-03-26,Chính thức,1985-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0873975385,Chi bộ trường THCS Lý Tự Trọng
081991371147,Phạm Gia Quân,Nam,1977-12-21,1996-05-19,Chính thức,1997-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0123261614,Chi bộ khu dân cư 34
014526758397,Phạm Diệu Anh,Nữ,1964-11-28,1983-09-02,Chính thức,1984-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0524276543,Chi bộ khu dân cư 26
084607438798,Trần Quang Cường,Nam,1964-03-02,1982-05-19,Chính thức,1983-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0549476999,Chi bộ khu dân cư 26
089353844061,Vũ Thanh Long,Nam,1998-05-31,2017-08-19,Chính thức,2018-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0409828258,Chi bộ khu dân cư 40
039575406208,Hồ Phương Mai,Nữ,2004-03-31,2022-08-19,Chính thức,2023-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0004751595,Chi bộ khu dân cư 16
001873786717,Hồ Anh Long,Nam,1952-05-25,1971-09-02,Chính thức,1972-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0902734137,Chi bộ khu dân cư 31
007826919067,Ngô Mỹ Lan,Nữ,1991-07-04,2010-08-19,Chính thức,2011-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0621810725,Chi bộ khu dân cư 15
065108232048,Đỗ Văn Hùng,Nam,1963-05-26,1982-09-02,Chính thức,1983-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0938841165,Chi bộ khu dân cư 36
044062556227,Đặng Thị My,Nữ,1957-01-31,1975-08-19,Chính thức,1976-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0473643849,Chi bộ khu dân cư 26
053644765984,Hoàng Thu Trang,Nữ,1976-08-06,1995-09-02,Chính thức,1996-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0990666351,Chi bộ khu dân cư 11
096108661384,Lê Phương My,Nữ,1970-07-09,1989-02-03,Chính thức,1990-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0685438323,Chi bộ khu dân cư 12
031816331074,Lê Bảo Hoa,Nữ,2005-10-13,2024-02-03,Chính thức,2025-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0612809269,Chi bộ khu dân cư 12
051133003224,Vũ Thanh Giang,Nữ,1975-01-04,1993-03-26,Chính thức,1994-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0618272312,Chi bộ khu dân cư 01
098186538515,Lê Thanh Trang,Nữ,1988-08-21,2007-05-19,Chính thức,2008-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0039780410,Chi bộ khu dân cư 08
082036145334,Bùi Thanh Long,Nam,1967-02-17,1985-03-26,Chính thức,1986-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0350164329,Chi bộ khu dân cư 40
081128525402,Nguyễn Diệu Mai,Nữ,1983-10-06,2002-08-19,Chính thức,2003-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0887144929,Chi bộ khu dân cư 30
088002222002,Hoàng Bảo Anh,Nữ,1965-04-28,1984-03-26,Chính thức,1985-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0469059822,Chi bộ khu dân cư 09
073978614173,Hoàng Mỹ Thảo,Nữ,1960-08-26,1979-02-03,Chính thức,1980-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0429132044,Chi bộ khu dân cư 31
084728948631,Nguyễn Thu Lan,Nữ,1988-12-04,2007-08-19,Chính thức,2008-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0463624090,Chi bộ khu dân cư 02
058775767895,Huỳnh Ngọc Trang,Nữ,1925-07-15,1944-09-02,Chính thức,1945-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0814788790,Chi bộ khu dân cư 08
057891590714,Lê Thị Thảo,Nữ,1962-11-03,1981-08-19,Chính thức,1982-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0705219909,Chi bộ trường THCS Lý Tự Trọng
014222610204,Ngô Mỹ Hoa,Nữ,1950-11-06,1969-09-02,Chính thức,1970-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0803633900,Chi bộ khu dân cư 31
086909763858,Hoàng Đức Thành,Nam,1966-04-11,1985-09-02,Chính thức,1986-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0351493935,Chi bộ khu dân cư 26
063186878702,Bùi Ngọc Nam,Nam,1994-02-11,2012-05-19,Chính thức,2013-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0257360779,Chi bộ Nghiệp đoàn Nghề cá
010189385813,Lê Anh Quân,Nam,1960-01-07,1978-02-03,Chính thức,1979-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0578502100,Chi bộ khu dân cư 38
075015204405,Nguyễn Anh Tuấn,Nam,1957-11-13,1976-09-02,Chính thức,1977-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0930271768,Chi bộ khu dân cư 36
082696740947,Ngô Thu Nhung,Nữ,1995-06-16,2014-03-26,Chính thức,2015-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0599662958,Chi bộ khu dân cư 20
036227636783,Trần Thanh My,Nữ,1995-11-06,2014-08-19,Chính thức,2015-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0455403742,Chi bộ khu dân cư 11
016267356886,Trần Gia Khang,Nam,1990-08-07,2009-09-02,Chính thức,2010-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0767048928,Chi bộ khu dân cư 09
007196885206,Vũ Hữu Nam,Nam,1952-01-09,1970-08-19,Chính thức,1971-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0131553648,Chi bộ khu dân cư 32
068285088602,Võ Ngọc Dũng,Nam,1993-10-31,2012-03-26,Chính thức,2013-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0864153341,Chi bộ khu dân cư 09
070491337832,Nguyễn Minh Khang,Nam,1993-08-12,2012-03-26,Chính thức,2013-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0610551955,Chi bộ khu dân cư 40
007127948351,Ngô Thị Duyên,Nữ,1996-11-18,2015-05-19,Chính thức,2016-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0992652856,Chi bộ khu dân cư 22
050325144416,Đặng Hữu Sơn,Nam,1963-06-25,1982-08-19,Chính thức,1983-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0429558252,Chi bộ khu dân cư 28
076630013465,Võ Anh Nam,Nam,1989-05-06,2008-02-03,Chính thức,2009-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0549527910,Chi bộ khu dân cư 23
017604504819,Võ Minh Nam,Nam,1956-05-21,1975-08-19,Chính thức,1976-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0108961141,Chi bộ khu dân cư 21
090796797710,Ngô Thu My,Nữ,2005-09-07,2024-05-19,Chính thức,2025-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0719849644,Chi bộ khu dân cư 40
017314940914,Đặng Ngọc Long,Nam,1946-05-01,1965-05-19,Chính thức,1966-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0527731005,Chi bộ khu dân cư 36
026822997490,Đỗ Thu Ngân,Nữ,1994-08-10,2013-05-19,Chính thức,2014-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0977451882,Chi bộ khu dân cư 17
067582677236,Hoàng Kim Anh,Nữ,1978-02-21,1996-02-03,Chính thức,1997-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0950139705,Chi bộ trường Tiểu học Tô Hiến Thành
084905252406,Trần Diệu Duyên,Nữ,1977-06-11,1996-09-02,Chính thức,1997-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0004354506,Chi bộ khu dân cư 01
088331406855,Lê Thị Anh,Nữ,1952-12-11,1971-03-26,Chính thức,1972-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0697007249,Chi bộ Quân sự phường Sơn Trà
030565057737,Đặng Minh Phong,Nam,1967-05-25,1986-08-19,Chính thức,1987-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0566340292,Chi bộ khu dân cư 09
001885087166,Trần Ngọc Hoa,Nữ,1996-12-01,2015-09-02,Chính thức,2016-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0292026850,Chi bộ Công an phường
086587906079,Phan Ngọc Hạnh,Nữ,1949-07-08,1968-09-02,Chính thức,1969-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0359378941,Chi bộ khu dân cư 21
076804706688,Dương Ngọc Giang,Nữ,1984-05-13,2003-05-19,Chính thức,2004-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0518179455,Chi bộ khu dân cư 21
099598318449,Bùi Thanh Bình,Nam,1994-01-02,2012-08-19,Chính thức,2013-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0206627208,Chi bộ Nghiệp đoàn Nghề cá
028550001457,Đỗ Mai Duyên,Nữ,1991-07-02,2010-02-03,Chính thức,2011-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0217680091,Chi bộ khu dân cư 18
093274335285,Đỗ Ngọc Giang,Nữ,1965-04-03,1983-03-26,Chính thức,1984-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0556204904,Chi bộ Cơ quan UBND phường
043277501753,Phạm Kim Thảo,Nữ,2006-12-05,2025-03-26,Chính thức,2026-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0008330653,Chi bộ khu dân cư 15
067697840170,Huỳnh Thanh Tuấn,Nam,1964-05-31,1983-05-19,Chính thức,1984-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0722171861,Chi bộ khu dân cư 19
096681432663,Hồ Minh Hùng,Nam,1971-01-19,1989-05-19,Chính thức,1990-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0522724649,Chi bộ khu dân cư 14
081249000154,Lê Thanh Bình,Nam,1976-03-15,1994-08-19,Chính thức,1995-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0227083827,Chi bộ khu dân cư 06
080008765376,Vũ Ngọc Thành,Nam,1997-04-12,2016-02-03,Chính thức,2017-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0735931646,Chi bộ HTX Nông nghiệp cũ
020594814959,Lê Thanh Hùng,Nam,1952-01-01,1970-09-02,Chính thức,1971-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0681758774,Chi bộ khu dân cư 36
003880176466,Trần Kim Châu,Nữ,2005-05-08,2024-08-19,Chính thức,2025-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0262772504,Chi bộ khu dân cư 08
073523344014,Huỳnh Thanh Nam,Nam,1954-10-22,1973-02-03,Chính thức,1974-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0219661328,Chi bộ khu dân cư 12
054770185064,Ngô Thanh Hải,Nam,2006-07-26,2025-02-03,Chính thức,2026-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0712179331,Chi bộ khu dân cư 40
065425060398,Võ Văn Cường,Nam,1992-02-05,2010-08-19,Chính thức,2011-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0961120193,Chi bộ khu dân cư 04
071958009314,Phạm Hữu Dũng,Nam,1983-03-30,2001-08-19,Chính thức,2002-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0410716091,Chi bộ khu dân cư 40
004352882709,Hồ Mai Duyên,Nữ,1975-08-27,1994-02-03,Chính thức,1995-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0694538708,Chi bộ khu dân cư 22
029671596826,Võ Minh Bình,Nam,1967-08-19,1986-08-19,Chính thức,1987-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0996735198,Chi bộ khu dân cư 20
053500612850,Nguyễn Diệu Mai,Nữ,1994-10-30,2013-02-03,Chính thức,2014-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0763431851,Chi bộ trường THCS Lý Tự Trọng
006458545194,Võ Gia Cường,Nam,1977-09-06,1996-02-03,Chính thức,1997-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0448814226,Chi bộ trường THCS Lý Tự Trọng
009681456130,Nguyễn Ngọc Mai,Nữ,1957-05-29,1976-08-19,Chính thức,1977-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0652906682,Chi bộ khu dân cư 14
040001091999,Bùi Quang Dũng,Nam,1947-04-02,1965-08-19,Chính thức,1966-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0763678123,Chi bộ khu dân cư 15
090262170116,Dương Thanh Linh,Nữ,2004-04-07,2023-09-02,Chính thức,2024-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0877887419,Chi bộ khu dân cư 32
096025394846,Phạm Anh Bình,Nam,1990-05-27,2009-05-19,Chính thức,2010-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0976754651,Chi bộ khu dân cư 11
043454189004,Trần Bảo Lan,Nữ,2006-04-20,2025-08-19,Chính thức,2026-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0755392551,Chi bộ HTX Nông nghiệp cũ
077795405399,Phan Thanh Giang,Nữ,1987-10-23,2006-08-19,Chính thức,2007-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0014839553,Chi bộ khu dân cư 29
092846285658,Dương Minh Thành,Nam,1976-11-07,1995-05-19,Chính thức,1996-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0319692297,Chi bộ khu dân cư 40
055934004598,Trần Thanh Lan,Nữ,2004-10-16,2023-08-19,Chính thức,2024-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0523950182,Chi bộ khu dân cư 02
087842362217,Đặng Văn Thành,Nam,1965-07-09,1984-02-03,Chính thức,1985-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0279677416,Chi bộ trường Tiểu học Tô Hiến Thành
050139976619,Trần Công Bình,Nam,1958-02-06,1976-03-26,Chính thức,1977-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0891197718,Chi bộ khu dân cư 20
019905809483,Võ Thanh Cường,Nam,1959-05-07,1978-09-02,Chính thức,1979-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0153923835,Chi bộ khu dân cư 37
030255132400,Huỳnh Thu Nhung,Nữ,1960-03-06,1978-08-19,Chính thức,1979-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0024859040,Chi bộ khu dân cư 25
037584959979,Lê Gia Bình,Nam,1984-05-05,2003-09-02,Chính thức,2004-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0232473774,Chi bộ Ban Quản lý Dự án X
020229188859,Phan Ngọc Anh,Nữ,1994-08-28,2013-09-02,Chính thức,2014-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0859085103,Chi bộ Quân sự phường Sơn Trà
046455907863,Hồ Anh Long,Nam,1979-08-04,1998-08-19,Chính thức,1999-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0325558577,Chi bộ khu dân cư 13
048704212994,Phan Ngọc Cường,Nam,1949-02-17,1967-08-19,Chính thức,1968-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0297179723,Chi bộ khu dân cư 01
023930923396,Lê Ngọc Cường,Nam,1969-11-29,1988-09-02,Chính thức,1989-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0538122635,Chi bộ khu dân cư 04
