SoCCCD,LoaiHuyHieu,NgayDuDieuKien,DotTraoTang,TrangThai,SoQuyetDinh,NgayTrao,GhiChu
002482952493,Huy hiệu 30 năm tuổi Đảng,2019-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300133,2026-03-02,Dữ liệu giả lập tự động
018998273881,Huy hiệu 45 năm tuổi Đảng,2023-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,450051,2026-03-02,Dữ liệu giả lập tự động
037562006945,Huy hiệu 55 năm tuổi Đảng,2025-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,D000037,2026-03-02,Dữ liệu giả lập tự động
046267972945,Huy hiệu 55 năm tuổi Đảng,2025-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,D000038,2026-03-02,Dữ liệu giả lập tự động
024243888324,Huy hiệu 50 năm tuổi Đảng,2025-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,000047,2026-03-02,Dữ liệu giả lập tự động
092912296049,Huy hiệu 40 năm tuổi Đảng,2024-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,400050,2026-03-02,Dữ liệu giả lập tự động
097388597869,Huy hiệu 30 năm tuổi Đảng,2019-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,300134,2026-03-02,Dữ liệu giả lập tự động
046168106891,Huy hiệu 55 năm tuổi Đảng,2022-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,D000039,2026-03-02,Dữ liệu giả lập tự động
038152658032,Huy hiệu 55 năm tuổi Đảng,2025-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,D000040,2026-03-02,Dữ liệu giả lập tự động
095496257047,Huy hiệu 40 năm tuổi Đảng,2023-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,400051,2026-03-02,Dữ liệu giả lập tự động
038928046639,Huy hiệu 65 năm tuổi Đảng,2022-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,C00005,2026-03-02,Dữ liệu giả lập tự động
068654007611,Huy hiệu 45 năm tuổi Đảng,2024-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,450052,2026-03-02,Dữ liệu giả lập tự động
038342529426,Huy hiệu 30 năm tuổi Đảng,2021-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,300135,2026-03-02,Dữ liệu giả lập tự động
024537944736,Huy hiệu 30 năm tuổi Đảng,2025-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,300136,2026-03-02,Dữ liệu giả lập tự động
023656511581,Huy hiệu 45 năm tuổi Đảng,2023-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,450053,2026-03-02,Dữ liệu giả lập tự động
065500586744,Huy hiệu 30 năm tuổi Đảng,2022-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,300137,2026-03-02,Dữ liệu giả lập tự động
007080549752,Huy hiệu 50 năm tuổi Đảng,2023-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,000048,2026-03-02,Dữ liệu giả lập tự động
019853597309,Huy hiệu 45 năm tuổi Đảng,2024-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,450054,2026-03-02,Dữ liệu giả lập tự động
059503395059,Huy hiệu 30 năm tuổi Đảng,2024-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,300138,2026-03-02,Dữ liệu giả lập tự động
063068179577,Huy hiệu 55 năm tuổi Đảng,2024-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,D000041,2026-03-02,Dữ liệu giả lập tự động
080833154053,Huy hiệu 40 năm tuổi Đảng,2021-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,400052,2026-03-02,Dữ liệu giả lập tự động
076282467268,Huy hiệu 45 năm tuổi Đảng,2025-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,450055,2026-03-02,Dữ liệu giả lập tự động
076594539272,Huy hiệu 30 năm tuổi Đảng,2026-03-26,Sinh nhật Bác Hồ,Đã trao,300139,2026-05-19,Dữ liệu giả lập tự động
082290398639,Huy hiệu 30 năm tuổi Đảng,2019-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300140,2026-03-02,Dữ liệu giả lập tự động
090932119563,Huy hiệu 30 năm tuổi Đảng,2022-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,300141,2026-03-02,Dữ liệu giả lập tự động
020354773803,Huy hiệu 30 năm tuổi Đảng,2021-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,300142,2026-03-02,Dữ liệu giả lập tự động
020949776812,Huy hiệu 65 năm tuổi Đảng,2023-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,C00006,2026-03-02,Dữ liệu giả lập tự động
020021276285,Huy hiệu 50 năm tuổi Đảng,2025-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,000049,2026-03-02,Dữ liệu giả lập tự động
027223381739,Huy hiệu 30 năm tuổi Đảng,2018-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,300143,2026-03-02,Dữ liệu giả lập tự động
033549989570,Huy hiệu 30 năm tuổi Đảng,2019-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300144,2026-03-02,Dữ liệu giả lập tự động
055906349223,Huy hiệu 40 năm tuổi Đảng,2023-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,400053,2026-03-02,Dữ liệu giả lập tự động
085549930699,Huy hiệu 40 năm tuổi Đảng,2026-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,400054,2026-03-02,Dữ liệu giả lập tự động
099742322248,Huy hiệu 45 năm tuổi Đảng,2022-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,450056,2026-03-02,Dữ liệu giả lập tự động
032642872123,Huy hiệu 30 năm tuổi Đảng,2024-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300145,2026-03-02,Dữ liệu giả lập tự động
073949190298,Huy hiệu 55 năm tuổi Đảng,2022-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,D000042,2026-03-02,Dữ liệu giả lập tự động
093548967430,Huy hiệu 65 năm tuổi Đảng,2024-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,C00007,2026-03-02,Dữ liệu giả lập tự động
026016442901,Huy hiệu 50 năm tuổi Đảng,2022-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,000050,2026-03-02,Dữ liệu giả lập tự động
072582214808,Huy hiệu 45 năm tuổi Đảng,2025-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,450057,2026-03-02,Dữ liệu giả lập tự động
059794616899,Huy hiệu 30 năm tuổi Đảng,2017-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,300146,2026-03-02,Dữ liệu giả lập tự động
035600794858,Huy hiệu 30 năm tuổi Đảng,2026-05-19,Sinh nhật Bác Hồ,Đã trao,300147,2026-05-19,Dữ liệu giả lập tự động
094643546371,Huy hiệu 40 năm tuổi Đảng,2022-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,400055,2026-03-02,Dữ liệu giả lập tự động
029254723861,Huy hiệu 55 năm tuổi Đảng,2021-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,D000043,2026-03-02,Dữ liệu giả lập tự động
003527199077,Huy hiệu 55 năm tuổi Đảng,2023-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,D000044,2026-03-02,Dữ liệu giả lập tự động
071687138744,Huy hiệu 45 năm tuổi Đảng,2021-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,450058,2026-03-02,Dữ liệu giả lập tự động
044882852223,Huy hiệu 30 năm tuổi Đảng,2017-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300148,2026-03-02,Dữ liệu giả lập tự động
053045364110,Huy hiệu 50 năm tuổi Đảng,2026-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,000051,2026-03-02,Dữ liệu giả lập tự động
069800607664,Huy hiệu 45 năm tuổi Đảng,2025-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,450059,2026-03-02,Dữ liệu giả lập tự động
088879615049,Huy hiệu 45 năm tuổi Đảng,2025-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,450060,2026-03-02,Dữ liệu giả lập tự động
047553238183,Huy hiệu 55 năm tuổi Đảng,2024-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,D000045,2026-03-02,Dữ liệu giả lập tự động
092938699716,Huy hiệu 40 năm tuổi Đảng,2024-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,400056,2026-03-02,Dữ liệu giả lập tự động
054533839467,Huy hiệu 55 năm tuổi Đảng,2024-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,D000046,2026-03-02,Dữ liệu giả lập tự động
046664917498,Huy hiệu 55 năm tuổi Đảng,2022-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,D000047,2026-03-02,Dữ liệu giả lập tự động
021434877530,Huy hiệu 30 năm tuổi Đảng,2026-05-19,Sinh nhật Bác Hồ,Đã trao,300149,2026-05-19,Dữ liệu giả lập tự động
026483056400,Huy hiệu 30 năm tuổi Đảng,2019-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300150,2026-03-02,Dữ liệu giả lập tự động
029092876890,Huy hiệu 60 năm tuổi Đảng,2023-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,00009,2026-03-02,Dữ liệu giả lập tự động
073029542152,Huy hiệu 50 năm tuổi Đảng,2025-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,000052,2026-03-02,Dữ liệu giả lập tự động
039294249545,Huy hiệu 40 năm tuổi Đảng,2021-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,400057,2026-03-02,Dữ liệu giả lập tự động
084884144346,Huy hiệu 40 năm tuổi Đảng,2024-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,400058,2026-03-02,Dữ liệu giả lập tự động
098876202176,Huy hiệu 70 năm tuổi Đảng,2022-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,0002,2026-03-02,Dữ liệu giả lập tự động
002820732484,Huy hiệu 40 năm tuổi Đảng,2023-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,400059,2026-03-02,Dữ liệu giả lập tự động
045657365653,Huy hiệu 50 năm tuổi Đảng,2023-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,000053,2026-03-02,Dữ liệu giả lập tự động
010615597858,Huy hiệu 55 năm tuổi Đảng,2022-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,D000048,2026-03-02,Dữ liệu giả lập tự động
030850222485,Huy hiệu 40 năm tuổi Đảng,2021-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,400060,2026-03-02,Dữ liệu giả lập tự động
027264041634,Huy hiệu 30 năm tuổi Đảng,2025-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,300151,2026-03-02,Dữ liệu giả lập tự động
047422395748,Huy hiệu 55 năm tuổi Đảng,2023-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,D000049,2026-03-02,Dữ liệu giả lập tự động
094619774984,Huy hiệu 30 năm tuổi Đảng,2024-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,300152,2026-03-02,Dữ liệu giả lập tự động
088264684627,Huy hiệu 55 năm tuổi Đảng,2021-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,D000050,2026-03-02,Dữ liệu giả lập tự động
058553217419,Huy hiệu 30 năm tuổi Đảng,2021-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300153,2026-03-02,Dữ liệu giả lập tự động
030398001984,Huy hiệu 50 năm tuổi Đảng,2022-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,000054,2026-03-02,Dữ liệu giả lập tự động
027243206897,Huy hiệu 40 năm tuổi Đảng,2021-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,400061,2026-03-02,Dữ liệu giả lập tự động
009314064848,Huy hiệu 30 năm tuổi Đảng,2017-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300154,2026-03-02,Dữ liệu giả lập tự động
075512851732,Huy hiệu 40 năm tuổi Đảng,2025-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,400062,2026-03-02,Dữ liệu giả lập tự động
076723649129,Huy hiệu 30 năm tuổi Đảng,2022-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300155,2026-03-02,Dữ liệu giả lập tự động
018179666072,Huy hiệu 55 năm tuổi Đảng,2025-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,D000051,2026-03-02,Dữ liệu giả lập tự động
084029339905,Huy hiệu 55 năm tuổi Đảng,2025-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,D000052,2026-03-02,Dữ liệu giả lập tự động
093380953281,Huy hiệu 30 năm tuổi Đảng,2023-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,300156,2026-03-02,Dữ liệu giả lập tự động
043788271407,Huy hiệu 55 năm tuổi Đảng,2022-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,D000053,2026-03-02,Dữ liệu giả lập tự động
003025864027,Huy hiệu 40 năm tuổi Đảng,2025-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,400063,2026-03-02,Dữ liệu giả lập tự động
014203936610,Huy hiệu 50 năm tuổi Đảng,2023-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,000055,2026-03-02,Dữ liệu giả lập tự động
081471336673,Huy hiệu 40 năm tuổi Đảng,2024-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,400064,2026-03-02,Dữ liệu giả lập tự động
099316530956,Huy hiệu 45 năm tuổi Đảng,2022-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,450061,2026-03-02,Dữ liệu giả lập tự động
007452814694,Huy hiệu 30 năm tuổi Đảng,2023-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300157,2026-03-02,Dữ liệu giả lập tự động
087684661998,Huy hiệu 50 năm tuổi Đảng,2023-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,000056,2026-03-02,Dữ liệu giả lập tự động
083578160866,Huy hiệu 30 năm tuổi Đảng,2019-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,300158,2026-03-02,Dữ liệu giả lập tự động
037656155653,Huy hiệu 30 năm tuổi Đảng,2019-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,300159,2026-03-02,Dữ liệu giả lập tự động
052612698757,Huy hiệu 30 năm tuổi Đảng,2023-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,300160,2026-03-02,Dữ liệu giả lập tự động
003721109649,Huy hiệu 55 năm tuổi Đảng,2024-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,D000054,2026-03-02,Dữ liệu giả lập tự động
068659794722,Huy hiệu 50 năm tuổi Đảng,2025-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,000057,2026-03-02,Dữ liệu giả lập tự động
002456549568,Huy hiệu 30 năm tuổi Đảng,2019-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,300161,2026-03-02,Dữ liệu giả lập tự động
090238262845,Huy hiệu 30 năm tuổi Đảng,2017-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300162,2026-03-02,Dữ liệu giả lập tự động
064580262095,Huy hiệu 50 năm tuổi Đảng,2023-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,000058,2026-03-02,Dữ liệu giả lập tự động
035508687142,Huy hiệu 30 năm tuổi Đảng,2025-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300163,2026-03-02,Dữ liệu giả lập tự động
038688185834,Huy hiệu 40 năm tuổi Đảng,2025-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,400065,2026-03-02,Dữ liệu giả lập tự động
002807540477,Huy hiệu 30 năm tuổi Đảng,2022-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,300164,2026-03-02,Dữ liệu giả lập tự động
067897501322,Huy hiệu 30 năm tuổi Đảng,2019-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,300165,2026-03-02,Dữ liệu giả lập tự động
018140468472,Huy hiệu 40 năm tuổi Đảng,2024-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,400066,2026-03-02,Dữ liệu giả lập tự động
048801070635,Huy hiệu 30 năm tuổi Đảng,2023-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,300166,2026-03-02,Dữ liệu giả lập tự động
085685404101,Huy hiệu 30 năm tuổi Đảng,2019-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300167,2026-03-02,Dữ liệu giả lập tự động
017699288395,Huy hiệu 30 năm tuổi Đảng,2019-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,300168,2026-03-02,Dữ liệu giả lập tự động
047164985391,Huy hiệu 50 năm tuổi Đảng,2024-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,000059,2026-03-02,Dữ liệu giả lập tự động
021586726683,Huy hiệu 40 năm tuổi Đảng,2023-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,400067,2026-03-02,Dữ liệu giả lập tự động
063713798271,Huy hiệu 30 năm tuổi Đảng,2020-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300169,2026-03-02,Dữ liệu giả lập tự động
038560727737,Huy hiệu 45 năm tuổi Đảng,2021-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,450062,2026-03-02,Dữ liệu giả lập tự động
091060268298,Huy hiệu 55 năm tuổi Đảng,2022-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,D000055,2026-03-02,Dữ liệu giả lập tự động
003826135537,Huy hiệu 30 năm tuổi Đảng,2021-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300170,2026-03-02,Dữ liệu giả lập tự động
044399973536,Huy hiệu 30 năm tuổi Đảng,2025-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300171,2026-03-02,Dữ liệu giả lập tự động
090879360769,Huy hiệu 30 năm tuổi Đảng,2019-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300172,2026-03-02,Dữ liệu giả lập tự động
061307238201,Huy hiệu 30 năm tuổi Đảng,2025-08-19,Quốc khánh,Đã trao,300173,2026-09-02,Dữ liệu giả lập tự động
083580512890,Huy hiệu 30 năm tuổi Đảng,2020-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,300174,2026-03-02,Dữ liệu giả lập tự động
097120235157,Huy hiệu 50 năm tuổi Đảng,2025-03-26,Kỷ niệm ngày thành lập Đảng,Đã trao,000060,2026-03-02,Dữ liệu giả lập tự động
068208813394,Huy hiệu 50 năm tuổi Đảng,2023-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,000061,2026-03-02,Dữ liệu giả lập tự động
026496685326,Huy hiệu 55 năm tuổi Đảng,2025-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,D000056,2026-03-02,Dữ liệu giả lập tự động
095706821025,Huy hiệu 55 năm tuổi Đảng,2023-05-19,Kỷ niệm ngày thành lập Đảng,Đã trao,D000057,2026-03-02,Dữ liệu giả lập tự động
028142440023,Huy hiệu 45 năm tuổi Đảng,2022-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,450063,2026-03-02,Dữ liệu giả lập tự động
017574506182,Huy hiệu 45 năm tuổi Đảng,2023-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,450064,2026-03-02,Dữ liệu giả lập tự động
009527107275,Huy hiệu 40 năm tuổi Đảng,2022-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,400068,2026-03-02,Dữ liệu giả lập tự động
070166102321,Huy hiệu 40 năm tuổi Đảng,2025-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,400069,2026-03-02,Dữ liệu giả lập tự động
043656662520,Huy hiệu 55 năm tuổi Đảng,2022-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,D000058,2026-03-02,Dữ liệu giả lập tự động
094960740925,Huy hiệu 30 năm tuổi Đảng,2021-09-02,Kỷ niệm ngày thành lập Đảng,Đã trao,300175,2026-03-02,Dữ liệu giả lập tự động
034082359563,Huy hiệu 30 năm tuổi Đảng,2025-02-03,Kỷ niệm ngày thành lập Đảng,Đã trao,300176,2026-03-02,Dữ liệu giả lập tự động
074727817406,Huy hiệu 30 năm tuổi Đảng,2016-08-19,Kỷ niệm ngày thành lập Đảng,Đã trao,300177,2026-03-02,Dữ liệu giả lập tự động
